distortion,severity,variant,accuracy,nll,ece
motion_blur,5,f_small,0.1471399962902069,5.1870269775390625,8.579673767089844
motion_blur,5,f_large_TS,0.35822001099586487,3.445887804031372,7.027233600616455
motion_blur,5,f_small_TS,0.1471399962902069,4.939058303833008,6.338090419769287
motion_blur,5,Duo_Joint_TS,0.3409999907016754,3.5509159564971924,7.163759708404541
zoom_blur,1,f_large,0.6602200269699097,1.7232784032821655,6.835885047912598
zoom_blur,1,f_small,0.5217999815940857,2.2092697620391846,11.871212005615234
zoom_blur,1,f_large_TS,0.6602200269699097,1.6177332401275635,7.576388359069824
zoom_blur,1,f_small_TS,0.5217999815940857,2.2517223358154297,8.6879243850708
zoom_blur,1,Duo_Joint_TS,0.6594399809837341,1.5210238695144653,8.849751472473145
zoom_blur,2,f_large,0.5776200294494629,2.1663215160369873,6.792138576507568
zoom_blur,2,f_small,0.42396000027656555,2.8745880126953125,10.916550636291504
zoom_blur,2,f_large_TS,0.5776200294494629,2.085686206817627,7.52016019821167
zoom_blur,2,f_small_TS,0.42396000027656555,2.8609116077423096,8.003607749938965
zoom_blur,2,Duo_Joint_TS,0.5744199752807617,2.012047529220581,8.458330154418945
zoom_blur,3,f_large,0.49616000056266785,2.6453166007995605,6.65328311920166
zoom_blur,3,f_small,0.35034000873565674,3.354325532913208,10.276727676391602
zoom_blur,3,f_large_TS,0.49616000056266785,2.582099199295044,7.359539985656738
zoom_blur,3,f_small_TS,0.35034000873565674,3.303135633468628,7.5470428466796875
zoom_blur,3,Duo_Joint_TS,0.49588000774383545,2.4805259704589844,8.095175743103027
zoom_blur,4,f_large,0.42254000902175903,3.0882339477539062,6.612294673919678
zoom_blur,4,f_small,0.2823599874973297,3.9114603996276855,9.755117416381836
zoom_blur,4,f_large_TS,0.42254000902175903,3.0529720783233643,7.3072309494018555
zoom_blur,4,f_small_TS,0.2823599874973297,3.791151285171509,7.176875591278076
zoom_blur,4,Duo_Joint_TS,0.42080000042915344,2.9605369567871094,7.853217124938965
zoom_blur,5,f_large,0.3441999852657318,3.6215219497680664,6.5061798095703125
zoom_blur,5,f_small,0.2245599925518036,4.451456546783447,9.305766105651855
zoom_blur,5,f_large_TS,0.3441999852657318,3.614921808242798,7.182895660400391
zoom_blur,5,f_small_TS,0.2245599925518036,4.258791446685791,6.857791900634766
zoom_blur,5,Duo_Joint_TS,0.3444800078868866,3.4989614486694336,7.570773601531982
snow,1,f_large,0.7074199914932251,1.5470260381698608,6.635153770446777
snow,1,f_small,0.5428000092506409,2.110170841217041,12.729787826538086
snow,1,f_large_TS,0.7074199914932251,1.40395188331604,7.360490322113037
snow,1,f_small_TS,0.5428000092506409,2.098405122756958,9.320569038391113
snow,1,Duo_Joint_TS,0.7108399868011475,1.2602442502975464,8.882482528686523
