large_model,small_model,distortion,severity,variant,accuracy,nll,ece,f1,brier
convnext_base,resnet34,none,0,f_large,0.78896,1.0471282952998207,0.1374130919779092,0.7867645323776962,0.0003227461190330467
convnext_base,resnet34,none,0,f_small,0.6714,1.4033052406369166,0.0447593854854256,0.6679110654911676,0.0004411244931470939
convnext_base,resnet34,none,0,f_large_TS,0.78896,0.9498637960063211,0.04398003934770822,0.7867645323776962,0.00030220877929084945
convnext_base,resnet34,none,0,f_small_TS,0.6714,1.4146254125628246,0.06106465135961771,0.6679110654911676,0.0004465119979986477
convnext_base,resnet34,none,0,f_large_PTS,0.78896,0.8761625313751251,0.03308175008818507,0.7867645323776962,0.0002025340807479053
convnext_base,resnet34,none,0,f_small_PTS,0.6714,1.2332251443560862,0.07202774924881755,0.6679110654911676,0.00032578136618542777
convnext_base,resnet34,none,0,Duo_Joint_TS,0.78976,0.8763989704047618,0.0446682055503875,0.7871930353885616,0.0002998988901874825
convnext_base,resnet34,none,0,Duo_Joint_PTS,0.80498,0.8019986035817278,0.031166834247410298,0.8022729376550908,0.00019125064842212563
convnext_base,resnet34,none,0,tent_f_large,0.77224,1.2060705745965086,0.19764129578761758,0.770079460133829,0.00037117146102109234
convnext_base,resnet34,none,0,tent_f_large_TS_naive,0.77268,1.0733358221335483,0.09297371735244989,0.7703334386403827,0.00033364639797110003
convnext_base,resnet34,none,0,tent_f_large_TS_pts,0.77184,1.250099181748003,0.062405751380324365,0.7695804118742361,0.000312871786567947
convnext_base,resnet34,gaussian_noise,3,f_large,0.62806,1.8734070176240185,0.14800435452744365,0.6266697278579112,0.000525703335363608
convnext_base,resnet34,gaussian_noise,3,f_small,0.2991,3.75035597982766,0.1570254075897485,0.31879654211115016,0.0008581129611851336
convnext_base,resnet34,gaussian_noise,3,f_large_TS,0.62806,1.7642481561727283,0.05214389920070767,0.6266697278579112,0.0005002864037770876
convnext_base,resnet34,gaussian_noise,3,f_small_TS,0.2991,3.56430151490174,0.018401566430032254,0.31879654211115016,0.0008241551883816793
convnext_base,resnet34,gaussian_noise,3,f_large_PTS,0.62806,2.8384521651209913,0.17171048981010914,0.6266697278579112,0.0005699313338936681
convnext_base,resnet34,gaussian_noise,3,f_small_PTS,0.2991,5.255460793532612,0.2191812305265665,0.31879654211115016,0.0009392238439898518
convnext_base,resnet34,gaussian_noise,3,Duo_Joint_TS,0.6293,1.6758069334864538,0.022737468765825032,0.6281808785127166,0.0004923445972976218
convnext_base,resnet34,gaussian_noise,3,Duo_Joint_PTS,0.624,2.7357421870561356,0.16986125493735074,0.6239614436989535,0.0005727897112827122
convnext_base,resnet34,gaussian_noise,3,tent_f_large,0.57862,2.252692112456559,0.2010878080650419,0.5792318969969549,0.0006115331095661085
convnext_base,resnet34,gaussian_noise,3,tent_f_large_TS_naive,0.57562,2.1213289679517993,0.10623465795069933,0.5767735044550055,0.0005759758108631062
convnext_base,resnet34,gaussian_noise,3,tent_f_large_TS_pts,0.57672,3.4315370001197443,0.19073657097935676,0.5784797894974733,0.0006410812329685867
