large_model,small_model,distortion,severity,variant,accuracy,nll,ece
convnext_base,resnet18,none,0,f_large,0.7889599800109863,1.0471283197402954,7.257143497467041
convnext_base,resnet18,none,0,f_small,0.6273599863052368,1.6151373386383057,14.819629669189453
convnext_base,resnet18,none,0,tent_f_large,0.7879999876022339,1.0054566860198975,7.558196067810059
convnext_base,resnet18,none,0,f_large_TS,0.7889599800109863,0.9498666524887085,8.05194091796875
convnext_base,resnet18,none,0,f_small_TS,0.6273599863052368,1.6414711475372314,10.852270126342773
convnext_base,resnet18,none,0,tent_f_large_TS_naive,0.7882400155067444,0.9121361970901489,9.277339935302734
convnext_base,resnet18,none,0,Duo_Joint_TS,0.7860999703407288,0.8937368988990784,10.107585906982422
convnext_base,resnet18,gaussian_noise,3,f_large,0.628059983253479,1.873407006263733,6.728459358215332
convnext_base,resnet18,gaussian_noise,3,f_small,0.2164199948310852,4.2070770263671875,9.665295600891113
convnext_base,resnet18,gaussian_noise,3,tent_f_large,0.6423199772834778,1.732591152191162,7.076976299285889
convnext_base,resnet18,gaussian_noise,3,f_large_TS,0.628059983253479,1.7642513513565063,7.455139636993408
convnext_base,resnet18,gaussian_noise,3,f_small_TS,0.2164199948310852,4.0737104415893555,7.127305030822754
convnext_base,resnet18,gaussian_noise,3,tent_f_large_TS_naive,0.6445000171661377,1.641849160194397,7.827925682067871
convnext_base,resnet18,gaussian_noise,3,Duo_Joint_TS,0.6209800243377686,1.8219548463821411,7.552472114562988
