large_model,small_model,distortion,severity,variant,accuracy,nll,ece
convnext_base,resnet18,none,0,f_large,0.7889599800109863,1.0471283197402954,7.257143497467041
convnext_base,resnet18,none,0,f_small,0.6273599863052368,1.6151373386383057,14.819629669189453
convnext_base,resnet18,none,0,tent_f_large,0.7725200057029724,1.151442289352417,12.10913372039795
convnext_base,resnet18,none,0,f_large_TS,0.7889599800109863,0.9498666524887085,8.05194091796875
convnext_base,resnet18,none,0,f_small_TS,0.6273599863052368,1.6414711475372314,10.852270126342773
convnext_base,resnet18,none,0,tent_f_large_TS_naive,0.7702800035476685,1.3456894159317017,14.447964668273926
convnext_base,resnet18,none,0,Duo_Joint_TS,0.7860999703407288,0.8937368988990784,10.107585906982422
convnext_base,resnet18,gaussian_noise,3,f_large,0.628059983253479,1.873407006263733,6.728459358215332
convnext_base,resnet18,gaussian_noise,3,f_small,0.2164199948310852,4.2070770263671875,9.665295600891113
convnext_base,resnet18,gaussian_noise,3,tent_f_large,0.6919999718666077,1.6296855211257935,11.719353675842285
convnext_base,resnet18,gaussian_noise,3,f_large_TS,0.628059983253479,1.7642513513565063,7.455139636993408
convnext_base,resnet18,gaussian_noise,3,f_small_TS,0.2164199948310852,4.0737104415893555,7.127305030822754
convnext_base,resnet18,gaussian_noise,3,tent_f_large_TS_naive,0.6916199922561646,1.735535979270935,12.57259750366211
convnext_base,resnet18,gaussian_noise,3,Duo_Joint_TS,0.6209800243377686,1.8219548463821411,7.552472114562988
convnext_base,resnet18,gaussian_noise,4,f_large,0.4898200035095215,2.678950309753418,6.3051676750183105
convnext_base,resnet18,gaussian_noise,4,f_small,0.07791999727487564,5.8655314445495605,8.551151275634766
convnext_base,resnet18,gaussian_noise,4,tent_f_large,0.10918000340461731,15.150710105895996,17.524045944213867
convnext_base,resnet18,gaussian_noise,4,f_large_TS,0.4898200035095215,2.581388235092163,6.9763779640197745
convnext_base,resnet18,gaussian_noise,4,f_small_TS,0.07791999727487564,5.453393936157227,6.334885597229004
convnext_base,resnet18,gaussian_noise,4,tent_f_large_TS_naive,0.1473200023174286,15.18280029296875,18.736906051635742
convnext_base,resnet18,gaussian_noise,4,Duo_Joint_TS,0.4802600145339966,2.744624614715576,6.501020908355713
convnext_base,resnet18,gaussian_noise,5,f_large,0.27042001485824585,4.266141414642334,5.531217575073242
convnext_base,resnet18,gaussian_noise,5,f_small,0.015440000221133232,7.713260173797607,7.991323471069336
convnext_base,resnet18,gaussian_noise,5,tent_f_large,0.00107999995816499,19.484180450439453,19.628875732421875
convnext_base,resnet18,gaussian_noise,5,f_large_TS,0.27042001485824585,4.219559669494629,6.104305744171143
convnext_base,resnet18,gaussian_noise,5,f_small_TS,0.015440000221133232,6.903853893280029,5.934889316558838
convnext_base,resnet18,gaussian_noise,5,tent_f_large_TS_naive,0.0010000000474974513,20.127702713012695,20.302350997924805
convnext_base,resnet18,gaussian_noise,5,Duo_Joint_TS,0.25231999158859253,4.436783313751221,5.329913139343262
